G,R,AB,H,2B,3B,HR,BB,SO,SB,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,mlb_rpg,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,ID
162,777,5524,1448,274,28,153,550,1029.0,97,709,640,3.95,7,8,49,4377,1452,160,504,982,117,165.0,0.982,4.766990291262136,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1367
154,804,5378,1428,233,32,127,756,594.0,20,725,644,4.14,46,7,24,4197,1413,100,599,658,138,184.0,0.977,4.547215496368039,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,333
156,570,5114,1246,212,66,53,393,639.0,166,620,483,3.11,71,18,8,4197,1272,28,480,657,268,94.0,0.958,3.792771084337349,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,407
158,588,5159,1262,181,50,14,627,640.0,234,545,414,2.58,74,9,13,4329,1292,15,478,505,248,120.0,0.963,3.5641539695268647,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,193
162,718,5486,1447,275,32,148,499,968.0,96,700,655,4.1,6,14,53,4317,1395,166,513,1116,86,153.0,0.986,4.813838550247117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,964
163,683,5410,1315,192,36,152,626,994.0,37,587,532,3.32,46,17,40,4329,1230,151,472,1038,130,126.0,0.978,3.7685185185185186,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,908
162,764,5577,1426,272,23,183,632,1120.0,93,904,849,5.25,10,5,39,4364,1505,231,658,1143,100,139.0,0.983,5.140181144503911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,487
162,776,5557,1442,300,39,202,466,1240.0,158,733,682,4.22,0,9,44,4361,1458,169,525,1402,99,133.0,0.983,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1222
163,574,5348,1235,193,40,87,476,872.0,153,517,439,2.68,38,22,34,4425,1229,101,403,896,160,149.0,0.976,3.9938080495356036,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,562
162,730,5458,1376,204,38,181,581,975.0,57,665,586,3.68,59,10,24,4302,1443,151,407,802,123,154.0,0.98,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,129
162,887,5757,1652,352,50,177,474,1054.0,103,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,148.0,0.984,4.7967914438502675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,945
155,551,5208,1240,182,23,109,536,690.0,36,621,554,3.56,45,15,30,4200,1290,111,476,735,147,163.0,0.976,4.383279483037157,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,234
154,692,5379,1533,231,104,37,341,371.0,134,595,498,3.17,88,10,10,4245,1448,37,322,500,171,129.0,0.973,4.855573637103336,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1721
162,710,5491,1431,263,58,118,591,675.0,155,649,561,3.47,52,11,25,4368,1422,108,498,815,155,151.0,0.976,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1035
154,593,5214,1336,212,53,97,396,573.0,53,773,678,4.5,44,8,17,4071,1487,104,575,544,187,160.0,0.97,4.607258064516129,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,439
154,732,5245,1386,194,42,186,522,561.0,30,550,477,3.09,45,19,33,4170,1258,113,613,692,154,172.0,0.974,4.376313662085691,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1944
157,597,5260,1281,202,50,142,446,776.0,55,708,612,3.96,37,6,17,4176,1325,161,613,744,143,141.0,0.976,4.451573849878935,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,446
162,646,5587,1430,217,34,101,501,805.0,32,625,552,3.39,40,14,31,4398,1344,99,580,989,151,144.0,0.976,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1348
155,544,5151,1261,173,52,20,343,855.0,126,483,334,2.15,107,15,5,4191,1151,7,387,607,237,97.0,0.964,3.385450160771704,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,185
162,772,5586,1531,272,29,145,544,1042.0,73,913,805,5.06,6,5,45,4297,1606,172,695,1055,135,198.0,0.978,5.0846375617792425,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2113
162,771,5560,1514,328,38,164,495,1083.0,146,766,722,4.51,12,8,45,4324,1494,192,445,965,108,118.0,0.982,4.7754219843557015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1319
153,579,5049,1179,165,69,29,486,855.0,131,564,428,2.84,124,14,1,4068,1198,33,292,652,290,75.0,0.953,3.896523848019402,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,290
156,523,5291,1262,206,33,65,493,604.0,82,570,484,3.08,69,17,11,4239,1334,70,467,506,152,192.0,0.976,4.006843800322061,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,650
160,695,5522,1395,232,26,159,442,879.0,123,734,652,4.03,12,4,40,4368,1415,117,542,927,113,120.0,0.982,4.307747148288973,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,480
162,698,5501,1394,269,29,114,536,1087.0,148,618,540,3.33,18,10,35,4380,1264,121,591,992,143,149.0,0.977,4.409177365668093,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1975
161,762,5437,1415,240,47,136,567,967.0,154,658,598,3.75,19,8,50,4302,1458,99,442,879,121,137.0,0.981,4.256769596199525,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,473
156,704,5481,1423,238,69,27,483,445.0,94,939,778,5.04,54,6,10,4170,1613,82,588,421,246,131.0,0.96,4.810679611650485,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,529
162,646,5487,1362,290,20,128,545,1184.0,91,752,684,4.3,10,4,34,4299,1477,147,572,967,110,179.0,0.982,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,818
162,709,5601,1463,280,41,141,467,802.0,44,822,744,4.66,20,5,39,4311,1559,163,580,748,118,170.0,0.981,4.307728781412992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1303
162,650,5507,1405,241,28,109,513,809.0,60,622,548,3.4,26,19,44,4353,1399,127,443,727,124,158.0,0.98,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1829
153,682,5171,1304,199,26,140,591,786.0,40,722,623,4.06,46,7,23,4140,1381,130,618,807,147,154.0,0.974,4.306072874493927,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,768
162,731,5615,1468,301,25,194,479,1325.0,105,594,543,3.33,3,9,51,4405,1296,129,497,1325,94,134.0,0.985,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2261
162,910,5626,1579,339,21,199,653,1044.0,45,805,752,4.74,6,8,38,4287,1550,164,440,959,109,135.0,0.982,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,384
162,867,5518,1452,267,33,222,627,1138.0,147,657,605,3.73,5,8,47,4375,1423,152,507,1222,102,141.0,0.983,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1488
162,617,5476,1396,255,30,135,453,864.0,69,636,578,3.56,9,11,46,4383,1444,111,439,971,115,127.0,0.982,4.1170465337132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1836
155,794,5308,1439,230,72,115,610,581.0,27,568,518,3.39,73,14,21,4122,1221,95,628,691,109,151.0,0.981,4.3551890587288815,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1427
153,716,5309,1444,263,35,39,580,422.0,58,674,590,3.88,50,13,22,4107,1326,59,637,588,167,137.0,0.972,3.9151857835218093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1111
162,699,5572,1413,296,26,158,466,1062.0,86,778,682,4.21,5,7,34,4378,1477,179,501,943,126,178.0,0.98,4.72798353909465,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,811
158,749,5126,1392,165,80,29,545,517.0,231,529,434,2.78,89,24,17,4212,1264,18,521,720,213,116.0,0.966,3.745222929936306,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1503
154,632,5279,1380,207,56,52,574,522.0,53,600,510,3.31,67,13,14,4158,1379,53,394,513,167,138.0,0.973,3.9151857835218093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,433
159,688,5404,1409,201,25,153,525,667.0,106,703,612,3.84,37,6,33,4305,1395,136,599,800,134,156.0,0.978,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,786
156,669,5297,1325,220,46,97,580,634.0,113,588,521,3.29,44,13,36,4275,1297,129,525,761,130,141.0,0.979,4.383279483037157,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,555
162,642,5459,1361,273,18,147,545,1062.0,66,713,654,4.07,6,14,48,4337,1418,186,438,1191,101,132.0,0.983,4.7754219843557015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1371
155,828,5360,1641,250,87,54,530,378.0,78,791,660,4.27,67,7,15,4173,1554,62,473,461,192,135.0,0.97,4.870355411954765,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,863
151,585,5104,1250,173,49,54,537,536.0,41,631,537,3.58,64,13,11,4053,1376,62,435,426,182,129.0,0.969,4.111739130434783,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1742
162,654,5561,1403,264,45,137,474,919.0,97,673,611,3.82,24,13,31,4320,1413,121,479,888,123,153.0,0.98,4.409177365668093,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1045
162,495,5303,1214,162,41,70,381,872.0,40,628,541,3.41,30,9,31,4284,1421,105,353,852,149,124.0,0.976,4.035670356703567,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,979
162,641,5528,1345,244,16,173,504,1260.0,77,605,572,3.48,3,16,52,4439,1332,125,521,1332,83,131.0,0.987,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,175
162,640,5571,1382,257,27,167,496,1255.0,134,754,700,4.33,2,8,35,4360,1436,177,544,1252,90,131.0,0.985,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,716
154,670,5261,1395,217,41,139,471,619.0,54,556,494,3.19,63,13,21,4182,1296,106,553,698,116,171.0,0.981,4.376313662085691,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,121
154,535,5066,1254,140,85,20,391,855.0,162,734,537,3.59,135,10,2,4041,1431,28,367,411,274,83.0,0.957,3.896523848019402,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2005
154,883,5461,1724,268,100,58,582,376.0,95,852,678,4.4,73,4,16,4158,1634,71,495,452,231,107.0,0.964,4.855573637103336,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,862
154,823,5592,1591,255,95,32,596,406.0,54,903,804,5.25,67,5,12,4134,1672,89,613,456,171,186.0,0.972,4.86468952734013,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1256
162,862,5625,1552,272,46,163,598,1040.0,176,817,752,4.62,28,6,45,4392,1548,169,529,1039,145,155.0,0.976,4.722802850356294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1199
155,614,5307,1327,200,47,103,477,647.0,63,750,668,4.34,48,10,10,4155,1416,125,572,544,181,161.0,0.971,4.547215496368039,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,441
162,842,5736,1614,319,18,169,528,949.0,101,830,760,4.7,8,10,27,4366,1488,159,687,1090,110,161.0,0.982,4.813838550247117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,276
162,749,5490,1390,292,30,167,604,1072.0,79,635,587,3.63,14,11,59,4363,1384,139,501,1217,104,155.0,0.983,4.789679276315789,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1840
162,640,5543,1452,311,37,94,452,1044.0,108,759,701,4.38,4,12,41,4326,1416,147,652,1240,96,129.0,0.983,4.650947281713345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1995
154,675,5221,1358,194,58,112,601,534.0,44,574,516,3.36,65,10,19,4149,1275,82,611,594,103,192.0,0.983,4.607258064516129,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,760
154,646,5255,1422,256,51,72,392,475.0,52,536,443,2.93,95,16,9,4086,1316,51,413,488,168,163.0,0.973,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,423
162,625,5450,1346,210,27,112,552,844.0,54,723,672,4.21,29,10,25,4311,1470,146,564,810,122,163.0,0.981,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,565
161,631,5449,1327,224,35,132,446,908.0,98,757,659,4.12,11,9,43,4317,1467,138,533,754,154,177.0,0.976,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,583
155,705,5211,1409,229,63,111,437,591.0,60,830,695,4.59,73,4,6,4086,1573,107,469,373,218,119.0,0.965,4.870355411954765,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1509
162,855,5659,1599,310,32,210,475,930.0,143,677,607,3.79,10,19,38,4324,1327,170,461,1179,114,164.0,0.981,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2178
162,652,5438,1400,235,25,107,500,1001.0,149,676,577,3.6,12,15,50,4326,1371,104,573,1028,129,154.0,0.979,4.256769596199525,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1356
162,648,5477,1381,263,37,102,463,976.0,196,581,530,3.25,11,14,49,4404,1296,92,525,1014,124,113.0,0.98,4.1170465337132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2243
162,625,5464,1401,195,50,66,530,719.0,150,657,571,3.56,42,17,29,4332,1349,82,662,780,140,155.0,0.978,3.99484270242393,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,991
153,668,5321,1553,234,56,37,343,374.0,70,773,665,4.39,73,7,7,4089,1605,67,409,441,166,129.0,0.974,4.855573637103336,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,411
162,810,5489,1490,274,26,179,595,1010.0,148,714,648,4.05,13,9,53,4321,1428,165,484,1093,129,138.0,0.979,5.140181144503911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,164
162,722,5618,1409,288,35,200,513,1426.0,91,889,814,5.08,4,3,26,4329,1617,221,479,1191,126,172.0,0.979,4.477759472817134,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1334
157,437,5149,1170,171,57,10,283,759.0,150,743,547,3.62,137,7,4,4077,1487,19,347,533,313,97.0,0.951,3.7257806244995995,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1227
154,559,5192,1303,172,39,55,595,528.0,46,814,731,4.89,35,2,23,4035,1454,89,673,403,154,176.0,0.974,4.5788197251414715,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,544
159,570,5366,1338,171,39,125,383,872.0,63,786,662,4.27,52,10,17,4188,1496,137,533,787,173,141.0,0.972,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,916
152,687,5254,1479,244,50,75,422,479.0,47,900,746,5.03,68,5,5,4002,1699,68,454,331,223,153.0,0.964,4.636547811993517,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1619
161,587,5371,1286,187,35,98,446,992.0,55,761,661,4.17,37,9,22,4281,1497,166,521,773,159,171.0,0.975,3.9938080495356036,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1339
154,667,5429,1548,249,84,39,366,334.0,34,619,499,3.27,70,16,12,4119,1417,54,313,401,166,133.0,0.972,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1733
162,679,5503,1386,239,28,153,443,1046.0,92,772,675,4.23,8,6,32,4311,1470,148,558,957,160,129.0,0.974,4.597620096959012,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1837
156,585,5234,1366,195,80,28,355,550.0,187,471,336,2.12,96,22,9,4281,1201,24,372,634,224,90.0,0.965,3.5641539695268647,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1086
154,571,5090,1242,198,34,91,563,725.0,39,705,635,4.2,38,10,24,4080,1362,99,547,715,133,142.0,0.977,4.451573849878935,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,231
162,721,5447,1422,276,31,185,481,1083.0,94,638,582,3.63,1,13,47,4325,1348,147,440,1257,111,130.0,0.982,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1221
157,702,5462,1425,236,46,71,520,521.0,53,669,558,3.59,70,11,13,4200,1484,75,458,545,185,151.0,0.97,4.167874396135265,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,434
161,617,5492,1318,166,40,139,616,991.0,59,948,801,5.04,43,4,10,4290,1577,192,571,772,210,167.0,0.967,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1335
155,926,5592,1671,339,97,110,521,496.0,95,928,766,4.96,82,5,9,4170,1641,73,646,467,242,149.0,0.961,5.185923515052888,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,870
162,640,5543,1430,280,19,160,421,1093.0,89,692,625,3.87,4,10,49,4358,1359,172,534,1043,105,150.0,0.982,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1888
155,563,5392,1314,223,42,57,486,591.0,86,607,547,3.45,62,13,16,4278,1369,61,615,513,153,179.0,0.976,3.9151857835218093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,325
162,708,5516,1447,237,28,121,524,872.0,235,782,701,4.34,22,12,33,4362,1462,135,626,719,157,157.0,0.974,4.307728781412992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1568
162,646,5535,1410,237,27,103,582,915.0,108,729,655,4.07,18,7,35,4347,1381,124,651,840,117,150.0,0.981,4.256294536817102,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1681
157,501,4989,1175,145,46,9,449,855.0,192,550,375,2.46,119,19,3,4119,1215,19,375,674,264,99.0,0.959,3.8350680544435547,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1233
162,701,5512,1436,272,42,140,470,868.0,84,719,647,4.08,9,10,42,4284,1496,117,498,807,115,164.0,0.982,4.307728781412992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,472
151,631,4965,1334,220,101,17,466,534.0,189,610,444,2.94,83,12,10,4074,1323,6,442,710,238,84.0,0.961,4.037277147487845,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,298
154,723,5353,1473,254,70,86,397,470.0,94,773,671,4.41,75,5,10,4110,1575,102,485,435,198,161.0,0.969,5.128664495114006,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,415
162,641,5450,1299,227,38,125,529,907.0,67,578,489,2.98,32,15,41,4431,1268,120,510,939,126,152.0,0.98,3.9882932840418976,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,240
156,552,5243,1320,217,56,54,326,428.0,25,531,461,2.96,85,15,16,4209,1391,54,355,383,130,148.0,0.978,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,100
161,690,5449,1482,198,39,99,508,710.0,113,698,608,3.82,62,16,12,4299,1423,126,449,871,163,164.0,0.974,4.124935732647815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2144
162,613,5554,1440,264,21,133,424,1056.0,76,785,733,4.59,3,7,35,4309,1508,186,520,1007,105,141.0,0.982,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,282
162,711,5437,1404,294,25,144,522,990.0,100,716,640,4.01,15,10,42,4313,1467,181,463,1028,102,152.0,0.983,4.72798353909465,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2252
155,707,5265,1369,208,41,106,633,745.0,109,566,521,3.35,59,16,27,4203,1305,124,470,665,107,169.0,0.982,4.306072874493927,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,553
155,504,5012,1223,194,68,11,334,855.0,200,445,325,2.1,116,22,6,4179,1167,8,379,476,238,75.0,0.963,3.385450160771704,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1603
162,629,5472,1306,275,19,125,516,1264.0,101,618,568,3.49,1,11,42,4391,1370,141,509,1303,104,158.0,0.983,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1384
162,653,5489,1441,222,41,110,471,864.0,108,632,557,3.46,36,18,18,4350,1396,84,601,738,108,161.0,0.983,4.124935732647815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,989
161,705,5420,1410,199,39,142,531,923.0,79,759,678,4.28,43,7,24,4278,1469,155,574,863,138,167.0,0.977,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1654
162,804,5398,1408,300,50,190,660,1277.0,106,715,675,4.22,5,7,45,4315,1427,141,528,1154,87,146.0,0.986,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,839
154,675,5225,1388,221,21,167,478,646.0,26,541,491,3.21,72,16,17,4128,1261,125,426,773,119,152.0,0.98,4.282591093117409,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,125
156,736,5308,1383,203,52,147,613,523.0,43,693,583,3.82,68,10,9,4122,1328,132,544,516,163,134.0,0.973,4.607258064516129,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1939
154,441,4964,1151,116,45,10,331,855.0,136,575,433,2.88,105,21,4,4062,1287,16,383,620,267,107.0,0.958,3.5475423045930703,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,186
162,859,5567,1485,275,32,201,662,1136.0,103,693,651,4.06,3,8,39,4327,1349,179,540,1154,69,161.0,0.988,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1487
162,695,5549,1425,239,35,134,546,872.0,117,568,514,3.11,32,19,37,4464,1306,111,515,1039,115,138.0,0.982,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1357
162,788,5511,1445,239,16,196,604,949.0,105,758,701,4.36,19,10,47,4338,1475,179,542,900,102,155.0,0.983,4.722802850356294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1466
162,693,5441,1341,249,20,190,532,1149.0,78,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,168.0,0.982,4.7967914438502675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,600
162,713,5473,1366,301,34,180,589,1529.0,86,836,765,4.81,3,3,35,4296,1503,210,548,1070,102,152.0,0.983,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,66
161,644,5436,1395,237,28,117,498,1087.0,126,612,563,3.54,7,17,40,4296,1287,132,507,1265,85,121.0,0.986,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1176
155,640,5208,1289,229,34,124,522,858.0,66,620,533,3.47,48,20,25,4146,1309,101,512,918,130,141.0,0.978,3.6863905325443787,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,354
154,811,5224,1482,299,59,38,662,405.0,129,770,660,4.29,71,12,13,4155,1579,69,489,374,198,162.0,0.969,5.128664495114006,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,523
162,736,5542,1456,285,18,150,541,1027.0,79,641,577,3.57,7,16,32,4361,1412,133,477,1094,99,172.0,0.984,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2105
162,650,5449,1321,247,24,144,466,1214.0,115,671,633,3.94,7,10,49,4342,1452,171,437,1233,69,139.0,0.988,4.1659810777457835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1490
162,728,5625,1517,272,54,117,472,708.0,140,639,564,3.43,25,8,40,4440,1419,87,530,889,136,136.0,0.979,4.2881235154394295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1672
154,711,5410,1496,235,62,59,430,520.0,60,767,637,4.22,62,11,20,4074,1519,88,436,480,188,146.0,0.969,4.86468952734013,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1103
162,733,5588,1476,270,39,164,523,1221.0,82,737,685,4.23,4,12,41,4373,1475,167,533,1200,112,135.0,0.981,4.1659810777457835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,50
162,645,5538,1399,254,36,122,501,1419.0,58,674,613,3.78,3,16,42,4373,1481,114,458,1190,97,154.0,0.984,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,974
154,675,5092,1300,214,50,132,652,673.0,44,666,592,3.93,58,11,21,4068,1291,161,477,657,110,117.0,0.981,4.485008103727715,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1647
154,703,5304,1391,242,53,105,556,656.0,48,932,780,5.22,72,4,12,4035,1543,135,534,488,238,131.0,0.96,4.679611650485437,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1526
154,597,5227,1302,215,37,63,500,555.0,25,548,482,3.14,91,10,8,4146,1307,59,506,570,143,123.0,0.976,4.206225680933852,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,220
162,673,5497,1392,227,41,134,568,842.0,90,711,608,3.75,27,10,33,4377,1501,114,529,854,178,136.0,0.972,4.470518307180218,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1967
156,776,5534,1573,324,77,93,460,567.0,63,739,644,4.15,67,12,21,4188,1527,68,457,498,174,147.0,0.972,4.86468952734013,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,747
162,732,5442,1364,215,31,153,648,902.0,106,703,633,3.91,22,8,41,4371,1453,171,514,767,112,202.0,0.982,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,24
162,649,5491,1447,281,17,138,476,1146.0,78,582,524,3.25,7,22,46,4351,1321,127,460,1292,109,160.0,0.982,4.1659810777457835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1178
